instance_id,text,source,scores,users,man_score,woman_score,white_score,black_score,asian_score,nonwhite_score,label
785,"I'm sorry, but I disagree. To prevent any further issues I think that it would be best if I did not attend tomorrow night.

Sincerely,

Enron North America Corp.",revised,"[4.0, 3.0, 4.0, 4.0, 3.0, 5.0, 3.0]","['60dfa0f80964725cfdab1685', '63d17f45aa9ba4a22c0e5b83', '62699ca4c48ff1d410fcd8f7', '5be8d4af25507300010dd4e4', '63d4226c0fe4674cfaf0d049', '60ef9d89ec035587753dc4ed', '611f1751f8fd84c3ba826634']",4.0,3.6,3.4,,4.5,4.5,3.7142857142857144
786,"Hi,



I'm logged-in to my computer and I can receive email.

So, if the phone doesn't work, you can always just send me a quick email.



On a personal note, I hope you're feeling better today, and that odd woman doesn't harass you any further!



Yours Truly,

Mat",revised,"[3.0, 5.0, 4.0, 5.0, 4.0, 4.0]","['5d4c7ac3e8ec490018b0050d', '61006be07e74dd9f144d12f1', '5be781ca3b047e0001a39e47', '5d076df10eb3440018758980', '63f8b3967c2e7bd04e14a0e5', '631a1f357c56acbb68d5dc14']",,4.166666666666667,4.333333333333333,4.5,,4.0,4.166666666666667
787,"haven't checked voice mail at home - in DC. have time to talk right now on phone?
Jim",enron,"[3.0, 4.0, 3.0, 5.0, 3.0, 3.0, 2.0]","['637e4167f257ac9ea04f3435', '610763db336c7d883758810d', '63c1c24976306b075e432d82', '63c72079af67adedbd68ae4b', '5c1150e31e7d6900018207ef', '5e2d96d3bc554937d1b3917a', '60fccc55d3d53b24bb3c8379']",3.6666666666666665,3.3333333333333335,3.2857142857142856,,,,3.2857142857142856
788,"At this time we are setting a firm date of the  16th. I truly hope you can still make it.

",revised,"[1.0, 2.0, 4.0, 4.0, 2.0, 4.0, 5.0]","['5cfafa8c2bcca70017252f6b', '63d569f583de169f7533f494', '63d3fbb451ad7ba5c2f30246', '5d8de6eaafa2c40019f2375e', '59c9c8da5535800001a8e434', '55b6d0a4fdf99b437183f9b5', '5bd8fabf544d4f000141d94d']",3.0,4.0,3.75,4.0,2.0,2.3333333333333335,3.142857142857143
789,"I received an invoice from Corestaff for the day that Christina worked.  Do I need to do something with the invoice, or will she be paid automatically?",enron,"[3.0, 3.0, 4.0, 2.0, 5.0, 3.0, 4.0]","['5ede3d2ef7c9f9068776c4d2', '6321b8a415804175faa4a824', '5db896c80f6ebd000d5d8487', '5f45beae060bdc1f49704285', '5cbb78d664170f00011d7c4f', '6277f959ae36650e8c621776', '611c5ecc9dbdd93c809cee27']",3.0,4.0,3.3333333333333335,,,4.0,3.4285714285714284
79,"Attached is the agenda for our meeting scheduled for January 9, 2002.
 
Also attached is a worksheet detailing reporting responsibilities for data collected by the SERC office. Please complete the worksheet and bring it with you to the meeting. We will discuss issues associated with reporting responsibilities under agenda item number 5.
 
If you have any questions, please let me know. 
 
I look forward to seeing you next week in Atlanta.
 
Teresa Glaze",enron,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","['5ef571b16317d90009f5493a', '60fe2ca35fb0b7e67fcfff18', '5e72e0d8adc903240ac70891', '6111299ba7aede3df217d7fe', '615de5ffd3c522eef3c49556', '5d8a1d20d1afcb0019d7390b', '631a1f357c56acbb68d5dc14']",4.5,4.8,4.666666666666667,5.0,,5.0,4.714285714285714
790,"Dear all,



I am writing to share the recent actions taken by Governor Davis with regards to wholesale power rates. The Governor has been in contact with Federal Regulators to urge a reduction in prices and issue refunds.



Additionally, I am delighted to inform you that the Governor has named Kahn as the Chair of the Governor's Clean Energy Green Team.



Thank you for your attention to this matter.



Best regards,",revised,"[4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","['5be769f53b047e0001a39b01', '63b48736ce3bb3afbc79ff7c', '60a3128cb035414bb4588090', '6044dfc230e44b5793804ba6', '640606633093306c279c0b97', '611148bec42f89c1ba59b7e1', '5f456942485340144549178e']",5.0,4.5,4.8,5.0,,4.0,4.571428571428571
791,See revised version per Board Meeting discussion. Also see LL&R meeting announcement.,enron,"[3.0, 4.0, 4.0, 3.0, 5.0, 3.0, 2.0]","['5be5c05fd153f500019a2ef2', '61006be07e74dd9f144d12f1', '60858334390f28f5a4fb79d3', '6400f34a0d001f6bd0faadaa', '5ffa4ec324c6e04131793275', '616d8489510bca525f7810e9', '60edb2213042be8b4c1363c2']",3.5,3.3333333333333335,3.3333333333333335,4.0,,4.0,3.4285714285714284
792,"Please do not open this message, as it is a virus. Delete the message when this is seen.",revised,"[1.0, 4.0, 3.0, 3.0, 4.0, 1.0]","['57f433b5b0aca300010a9981', '5ec12ad1759b78000a4f9965', '61313473de5462f652bb133c', '6400f34a0d001f6bd0faadaa', '628524300be4422b915b32a9', '5fecec76827f81eea8e1796d']",3.5,1.0,2.25,,,3.5,2.6666666666666665
793,"Hi there,



I spoke with Susan on Saturday night regarding Kyle's behavior, and she agreed that he has been inappropriate and unprofessional. She said that he has been rude to Dana and others are starting to notice. Let me know if you think we should bring this up to anyone else.



Hope you're having a nice day!",revised,"[3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 5.0]","['5cfafa8c2bcca70017252f6b', '5dba0a89ffee14070ae13f74', '5c080adf76e77b00016744dc', '608590825d295c858cbe7fa9', '6063a680ba3790e15ab14ba9', '63d4226c0fe4674cfaf0d049', '5d5a2bd93296320016eee507', '5eaa0cc0fb0fca17a3006d9c']",3.5,3.5,3.4,,5.0,3.6666666666666665,3.5
794,"I am not in power any longer, but I would like to comment.  The creation of 
this contract is the most ridiculous waste of time.  How could you create a 
new contract when the existing contracts (PV and COB) should be shut down?
KJM",enron,"[2.0, 3.0, 1.0, 1.0, 1.0, 1.0]","['5ab8026547a9f7000153a324', '63e51bc3169991cfbcd4fe97', '5dd4c2f2390fb648f7baf4d2', '5ef764821269f404a08607d7', '62cc4627b5f80e3f1419b735', '610019cae69b9ad34c95e3b3']",2.0,1.3333333333333333,1.75,1.0,,1.0,1.5
795,"Hello, just wanted to bring to your attention that there is an upcoming event that you or your colleagues may be interested in attending. I apologize if you're already aware of it. Thank you, Kay",revised,"[5.0, 5.0, 4.0, 5.0, 4.0]","['5671927473f58b000d664293', '63e52066b0f31aee3860d8c2', '63ecfe2832fb4c511dbeef17', '5c1150e31e7d6900018207ef', '5ddd1dd2b48da3c63a3ccdbb']",4.0,5.0,4.6,,,,4.6
796,Our status is moving down fast according to S&P and our bonds are to .20 each. Our stock is going down and we need to figure out what to do fast. ,revised,"[3.0, 3.0, 3.0, 4.0, 2.0, 4.0, 3.0]","['5b06efd1732c5d000154de23', '628e0063fa56e316da2a71cb', '6272892b05043371638ee032', '595bee9282be5500017ad683', '568d286ab5a2c2000cb6a91c', '5efcaaee74e56207d16db007', '615880a66bc32302998866d9']",3.5,3.0,3.1666666666666665,,3.0,3.0,3.142857142857143
797,"I am inquiring whether this lawsuit, worth hundreds of millions of dollars, can be completed by Monday.",revised,"[1.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 4.0]","['5d418aa2ba5255001983bb82', '631f3e52174dc4e4047bbdce', '5de197e923a5111f4fda41de', '63e2efb080652555c6d566cb', '63b6dfb29118fec2d923f8c3', '63928a247ca3810498cb5c46', '5c567e2acc53750001751cb0', '637d5f0f84db9e63ebafc4db']",3.0,1.5,2.6,2.5,,2.6666666666666665,2.625
798,"I would like to take the opportunity to let you know that I have resigned and will be leaving today.

I've enjoyed our time working together, and I wish you all the best in your career and in life.

Regards,

Rodrigo Lamas ",revised,"[5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0]","['5f61ddc72199f304bea2a4f4', '5e65531ade78962d424730a3', '63c6c86379d754f53136d84c', '5e82279d39ea6d067ea804eb', '57027c1f68c641000e0c8970', '5ded9996838b4f45b83bb3f9', '6400d8ec79eae4c9ff56d8c0']",4.666666666666667,4.5,4.666666666666667,,4.0,4.0,4.571428571428571
799,"I appreciate everything you said, and updating me",revised,"[3.0, 5.0, 3.0, 4.0, 5.0, 4.0, 3.0]","['5cab69f77ea4a700019a87dc', '5fb9b9c1c62f408e51e09e32', '5feffaf65312ca38b5f63206', '6344e676138c37d41771acd0', '5f4fc497a3b4320c8928639e', '5d4345e9be616d0001f786cd', '5deaf334789cb321c7f002c2']",4.0,3.6666666666666665,4.2,,,3.0,3.857142857142857
8,Please file this in the second binder and ask to be put on the distribution list. Thank you. ,revised,"[4.0, 5.0, 5.0, 5.0, 5.0, 1.0]","['5d418aa2ba5255001983bb82', '5b06efd1732c5d000154de23', '609800dd75479749cf47d10c', '5c59d8105bbd810001fb26de', '6272892b05043371638ee032', '6151d7e5e542dc73b5eaf5db']",,4.166666666666667,4.0,4.5,,4.5,4.166666666666667
80,"There were some schedule changes to april and may due to some training 
classes on the last weeekend in April.  If anyone has conflicts let me know 
or trade where possible.
ryan",enron,"[4.0, 3.0, 4.0, 4.0, 4.0, 2.0]","['6102c843811b2ec9d92767ad', '5bdc5b74c562d50001a6bb95', '63e2efb080652555c6d566cb', '63dbd0221365338a25e03610', '640e04b278799b47b29d4ddd', '6400d8ec79eae4c9ff56d8c0']",3.5,,3.4,,,4.0,3.5
800,"Susan:
Here are the questions.  I am sending a rather large fax after this.  Please 
give me a call if you have any questions.
Ben",enron,"[5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0]","['5dceca2541afe801a32e27ac', '5c003b5c2c8cc1000138e25f', '5fc58aa7a1da3f1033ac311b', '63f018abf8a9cc18acee5799', '568d286ab5a2c2000cb6a91c', '63ed3c9553e90510bf1da553', '5d27dc6b46dea800184f8bfa']",4.333333333333333,4.5,4.25,5.0,4.0,4.666666666666667,4.428571428571429
801,"Hey, 

I wanted to remind you about giving your secretary your onepass number so she can try to get your past flights put on that for you. 

Let me know how it goes!",revised,"[4.0, 5.0, 3.0, 2.0]","['5d8a64630ffb9c001746ca2c', '5dd4c2f2390fb648f7baf4d2', '58a50aebbb9e0f0001aca2a7', '615f69f97b6fb976c2aee3bd']",3.0,5.0,3.5,,3.5,3.5,3.5
802,WILL YOU STOP IT ALREADY.  THIS IS THE 5TH TIME I'VE GOTTEN THIS TYPE OF E-MAIL,enron,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0]","['62ffe399d769a8e595609133', '610a8b75ec5600f95b8b1c12', '63e57af0f73c3e6a3e10bebd', '5facc4201f33582f15dcf9bf', '60a3128cb035414bb4588090', '6019e00ed94edf15326f30f3', '5deaf334789cb321c7f002c2']",1.5,1.2,1.4,1.0,1.0,1.0,1.2857142857142858
803,Will we be having drinks with your colleague today?,revised,"[5.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0]","['5f61ddc72199f304bea2a4f4', '5d57a69c72ba1700184edd85', '6137ebb74197e0473d1318e3', '5d076df10eb3440018758980', '61071a0d2b914a0ea66eae94', '62804a71208cb8a9dae43e79', '5dcecc2d1986eb01a449f4e4']",3.6666666666666665,2.5,3.4,3.0,,2.0,3.0
804,Attached are the Functional Income Statement and O&M Expense for October 2001 as of the 6th workday.,enron,"[5.0, 3.0, 3.0, 3.0, 3.0, 3.0]","['5b0d1b8e444cef0001ca66ac', '62fbeca46caf4abaaf74b5f1', '5b15d20c444cef0001cb1153', '61644b17ec9f97f7485d5624', '5b824fb6cc06660001a302d4', '6044dfc230e44b5793804ba6']",3.0,3.5,3.5,3.0,,3.0,3.3333333333333335
805,"Hi there,



We're meeting up tomorrow night at the Carrabbas on I-10. I'm already hungry just thinking about it!





(Note for whoever wrote this: I laughed obnoxiously loud over ""big-ass juicy pork chunk"" so thank you)",revised,"[5.0, 3.0, 3.0, 4.0, 3.0, 3.0, 1.0]","['5f2993920dddf60b87611e5c', '5f8461c7c4a37809c686303d', '60f780f13d153d16a6d4a3a0', '63c16f0c495b7a4849e44651', '63b48736ce3bb3afbc79ff7c', '6344e676138c37d41771acd0', '5eaa0cc0fb0fca17a3006d9c']",2.0,3.6,3.75,3.0,2.0,2.3333333333333335,3.142857142857143
806,"FWD: Fr:Kmcmy@aol.com

Su:Re: Wireless Message

Hi just checking in with you. Hope you're staying dry!",revised,"[5.0, 2.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0]","['60f4a2d142c69dc1121b6dbf', '63d569f583de169f7533f494', '61313473de5462f652bb133c', '60f780f13d153d16a6d4a3a0', '601736d3f57edd250d376de9', '63f79db8834f30734d8c9893', '5ed1d52eea444913b2d4576d', '5c961ee66357fb0001ef4b4a']",4.0,4.333333333333333,4.0,4.5,3.5,4.2,4.125
807,"I've had no list come throught with this counterparty.  What's the scoop?  
Will it be on tomorrow's list?",enron,"[3.0, 5.0, 2.0, 2.0, 3.0, 3.0, 3.0]","['633872ba6dfc63a1faf7112d', '5ac4c721e1099600016a823b', '63ed27a5e1566867a961b6fc', '5d6315fdfb93530001804285', '5e13ad514c81b2a01ae4aa9f', '6044dfc230e44b5793804ba6', '60cc67809f92d570ba4dc2c5']",5.0,2.75,3.25,2.6666666666666665,,2.6666666666666665,3.0
808,"Victor, doesn't matter to me.  You pick - Mr. Goodell or someone else.",enron,"[5.0, 3.0, 2.0, 2.0, 3.0, 2.0, 3.0]","['60de9c66c01a9de405e9efb0', '5d8a64630ffb9c001746ca2c', '611b8f8d34b5aed647a248e3', '6414c2c73672920c13630f62', '5e20a27f25a4d03b9ee10bc6', '61110faa7e65b9b5ae70c267', '622a04c3557ea04c82c8f62f']",3.0,2.5,2.8,,3.0,3.0,2.857142857142857
809,"Kenny,
You are no friend of mine. You belong in jail. I hope that you experience 1/10 of the anguish that you have caused. I am not a vengeful man, but you have done ill by those who gave their very souls to your company, and that is inexcusable.
Matt",enron,"[1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0]","['5b233660648d5b0001b7de87', '5f2993920dddf60b87611e5c', '5ac4c721e1099600016a823b', '611eb5db46ee495d60b16aae', '597b81f3de42bf000181db0b', '5fb9de27e62120924c5b2176', '5f77c6a1a110ce346dc016ec']",1.0,1.0,1.1428571428571428,,,,1.1428571428571428
81,"I'm going to throw up!!!  I don't know who this chick is down here, but Rock 
is telling her about the Bench.  And of course he's telling her how important 
he is and what a great job he does.  I don't think I can stay quiet much 
longer!!!",enron,"[2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 1.0]","['63ed45bfc7e379e069b9db52', '6412285c18716831333d53b3', '5fc58aa7a1da3f1033ac311b', '60da243688f9aa74901ae90e', '63ea83120de8f45e197c3abd', '5ffa4ec324c6e04131793275', '614918a6dcc9c2fb0bde6331']",1.75,2.6666666666666665,2.2,1.0,3.0,2.0,2.142857142857143
810,"The responsibility for granting access to the DPR and associated reports 
available through the Executive Viewer on line is being shifted from Scott 
Tholen's team to my operations team.   (This makes a lot of sense, since it 
is our group that prepares all of these reports.)  Fernley Dyson has 
requested access to this information via the Executive Viewer.  In insuring a 
tight distribution list for these reports, please let me know via return 
e:mail or voice mail (x35926) that you would like for Fernley to have access 
to the Enron-wide DPR.  Thanks.",enron,"[4.0, 2.0, 4.0, 4.0, 3.0, 4.0, 4.0]","['623ac50ed58ac10f7e259b8f', '6140adcab5864590ec9a9c79', '63d570d979c31656fece7c7d', '5facc4201f33582f15dcf9bf', '63d3f9d0ab6c170778b0d3d1', '6151fbe0c6b5a6b6af706100', '62c9990351a1fcfc4ea73063']",4.0,2.5,3.4,4.0,,4.0,3.5714285714285716
811,"Monaco,

Traders speculate, pure and simple. At least that is what I do. The new team in Houston is the Texans. I don't really care who they are. The Knicks aren't om good form. Talk to you soon.

Badger",revised,"[2.0, 3.0, 2.0, 2.0, 1.0, 2.0, 3.0]","['615b1bbb04fb28394b341ee9', '631f3e52174dc4e4047bbdce', '6413580ef32ce40b25518cad', '5be781ca3b047e0001a39e47', '612d384d2854531514c9be92', '63c16f0c495b7a4849e44651', '611c5ecc9dbdd93c809cee27']",2.5,1.6666666666666667,2.0,,,3.0,2.142857142857143
812,If you take my var away from me at least you owe me a drink!!!,enron,"[2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0]","['6078b4ad9006e4f6572dde97', '604fe63ed8fccadd22fba2b2', '5f0bcb67acb8844f8a226f2b', '5c8ec999bb6a3c00014acf5f', '63fc00a210518ac818a9c529', '6065f4e7a94da95672a23bc0', '642d964d8bab7323494e3570', '611148bec42f89c1ba59b7e1']",2.0,2.4,2.0,2.5,1.0,2.4,2.25
813,"Marcus, any thoughts about next weekend? I still really want to go somewhere because I need a break!  I want to get far away - maybe South America?",revised,"[3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0]","['6369dfcfb205120e7442ea69', '5e13ad514c81b2a01ae4aa9f', '63d31b44050f25d498f32cd1', '60fdee39fc7150880e082934', '5d4345e9be616d0001f786cd', '595fdaa1d82b180001c6e460', '60d7b3469a65ac7408cb9dd3']",3.0,3.6666666666666665,3.2857142857142856,,,,3.2857142857142856
814,Okay. Steve is currently analyzing some marketing strategy material I've already drafted. Please let me know when you'd like to meet to talk about it.,revised,"[4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 3.0]","['5e2c9026f4a3052be159c494', '6324f7f3c58b003e512334e0', '6115ddc1b0981cea63afacce', '63c72079af67adedbd68ae4b', '5ec2feeb47c4471339d3b2ce', '62858e3a433a7a27305f1992', '6400d8ec79eae4c9ff56d8c0']",3.75,4.666666666666667,4.142857142857143,,,,4.142857142857143
815,Should we try Akin Gump?  What is your recommendation off the list?  Mark,enron,"[3.0, 3.0, 3.0, 4.0, 4.0, 3.0]","['6102c843811b2ec9d92767ad', '5e65531ade78962d424730a3', '6413580ef32ce40b25518cad', '642ae58a4893939dd32fd402', '6007b5de4508d81c9a2a0433', '62753ba6947edadb945d0121']",3.0,4.0,3.4,,3.0,3.0,3.3333333333333335
816,Did you get my message Katy? I am joking. I look forward to seeing everyone at the apartment.,revised,"[2.0, 4.0, 3.0, 3.0, 1.0]","['5ef8e0fc2ce3c6644665e347', '5df4ed2eae7b303760a9d47c', '614f7e19d4577addcf8739d4', '5dde0d3ce2dcbdd798721c65', '6111803025c0b80658532a61']",2.5,2.6666666666666665,3.5,,3.0,2.0,2.6
817,"Dear Mr. Junek-
Per Scott Goodell's advice, I am officially informing you that the CES 
offshore firm contract is now on your book.  Scott thinks that it is 
volumetric, so there should be no impact on you.  The wellhead desk will take 
this over as soon as their pools are set up on Col. Gulf.
Sincerely yours,
Susan (aka ""the bitch"")",enron,"[1.0, 3.0, 5.0, 2.0, 2.0, 3.0, 2.0]","['5bacb6b9f2d97e0001c52a63', '5ce83f6ffdd26c00193b9611', '5dd48444dd9a7447d224cc71', '5a585be8e0cf3d00012657b8', '5be769f53b047e0001a39b01', '63fd0b886bb6d681c03d7374', '5db5f139d27e05000f0eab30']",2.8,2.0,2.5714285714285716,,,,2.5714285714285716
818,"I'm available any day after 10:00, besides Thursday and Friday, as I will be on vacation.",revised,"[3.0, 4.0, 3.0, 1.0, 4.0, 4.0, 2.0]","['608f2bae0ee0a74455533e4c', '60858334390f28f5a4fb79d3', '5f1f2c053dd3620d41353827', '5c5c8a688089970001788f30', '603fa7d057d382087d66d1c2', '60e9e639ca992b3ffc3dee53', '5dc1cd625fd2031344dfe43d']",3.25,2.6666666666666665,2.8,,3.0,3.5,3.0
819,"Dear Becky,

I appreciate the update and think we should take some more time to research the deregulation history, Thanks



-Jim ",revised,"[4.0, 4.0, 3.0, 5.0, 4.0, 5.0]","['601373dbd735b324b32818bd', '611b8f8d34b5aed647a248e3', '5feffaf65312ca38b5f63206', '63e5c165f27a0b6a123869df', '6272892b05043371638ee032', '62f70dd38becd2f7f2ce53a8']",4.0,4.5,4.4,,,3.0,4.166666666666667
82,What are the benefits of acquiring the item if it is poor quality?,revised,"[1.0, 3.0, 4.0, 3.0, 3.0, 2.0]","['63c1c24976306b075e432d82', '5c5c70947676860001fff825', '5fb0a3d6a8e4224b973e750b', '594a955b09c434000142a8fb', '5ed1d52eea444913b2d4576d', '611148bec42f89c1ba59b7e1']",3.5,2.25,2.5,,,3.0,2.6666666666666665
820,"This deal is a placeholder for our futures position that rolled off 
yesterday. We're awaiting our counterparty match-ups, which I asked Jason 
Fischer about yesterday. He said the broker wouldn't have those until today. 
I'll let you know once we've changed the deal accordingly.
Thanks,
Kate",enron,"[5.0, 4.0, 4.0, 5.0, 4.0, 3.0, 3.0]","['5c7d6064f066ff001468d0f5', '63804d105c37525d499b9c6c', '5dce29700ad506063969a4a5', '5e72e0d8adc903240ac70891', '5de33ff0cc246f3633dc01d2', '63dbd0221365338a25e03610', '616d6463aa6ae2ee832b3804']",4.0,4.333333333333333,4.5,,4.0,3.3333333333333335,4.0
821,"Hey, 



Could you tell me what time you're getting out of there today?



Thanks so much!",revised,"[5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 3.0]","['6333a507e85e0b8a172bd2a1', '601b75077aa0425330b81e36', '5c983e85b18d000017e1b7e9', '6272dd2385466cf877e99971', '5ab8026547a9f7000153a324', '614918a6dcc9c2fb0bde6331', '611148bec42f89c1ba59b7e1']",4.666666666666667,3.6666666666666665,4.166666666666667,,,3.0,4.0
822,"Here is the volume breakdown for the entire month of Jan.  The delivery meter
is # 70096.
 - TETCOswing.xls",enron,"[3.0, 3.0, 2.0, 4.0, 3.0, 3.0]","['579f1d3bc9abeb0001af52d8', '611b8f8d34b5aed647a248e3', '5be8d4af25507300010dd4e4', '63c72079af67adedbd68ae4b', '630caf1e86e49cd599f4b53a', '5ebb96b6cd673a0008ace9ce']",3.2,2.0,3.0,3.0,3.0,3.0,3.0
823,did you like his supply bag?  that killed me.,enron,"[3.0, 3.0, 2.0, 2.0, 1.0, 1.0, 5.0]","['5d47abcc2dc88900166f27c9', '5d3a2d1da46f450019cdf5d3', '5a7618b18fe2dc0001057243', '5d6315fdfb93530001804285', '63c16f0c495b7a4849e44651', '5b0319e68d753d0001cc75c7', '642ae58a4893939dd32fd402']",3.0,2.2,2.5,2.0,,2.0,2.4285714285714284
824,Let's look some more.  I don't think there's anything that would disqualify any plants.,enron,"[2.0, 3.0, 4.0, 3.0, 4.0, 3.0, 4.0]","['5b757a03976ecb0001b1168f', '5fa6ce1ded47dd36825f00d7', '603fa7d057d382087d66d1c2', '6414c2c73672920c13630f62', '63d31b44050f25d498f32cd1', '63b6dfb29118fec2d923f8c3', '5ed1d52eea444913b2d4576d']",3.5,3.2,3.2857142857142856,,,,3.2857142857142856
825,"I would like to go over a couple of things this afternoon, if that's possible. I will try to come down for thirty minutes or so.",revised,"[4.0, 3.0, 3.0, 5.0, 4.0, 3.0, 3.0, 4.0]","['5b757a03976ecb0001b1168f', '60fc6011bfe18980db6aec78', '5ce83f6ffdd26c00193b9611', '61087689e968fcf3269375c1', '5be781ca3b047e0001a39e47', '60fb534aa3d839c152fa8f36', '616d8489510bca525f7810e9', '6151fbe0c6b5a6b6af706100']",3.3333333333333335,3.8,3.4285714285714284,,,5.0,3.625
826,"Mikey,
What are you doing Labour day long weekend? I was thinking of going to TO to see Dan. Any interest?
Chris",enron,"[2.0, 2.0, 5.0, 3.0, 4.0, 4.0, 3.0]","['631f3e52174dc4e4047bbdce', '5b15d20c444cef0001cb1153', '5c21923289f03500017369fd', '5de33ff0cc246f3633dc01d2', '5783027f913c71000197300d', '631647a0bf6e0dd403e171c2', '5eaa0cc0fb0fca17a3006d9c']",3.0,4.0,3.0,,3.0,3.5,3.2857142857142856
827,"This is your internal competition.  If you have any dirt on any of these people please let Karen know.  Just kidding.
Tom",enron,"[1.0, 3.0, 3.0, 1.0, 3.0]","['5ef8e0fc2ce3c6644665e347', '5ce83f6ffdd26c00193b9611', '62f975cbc3507ecf77180d00', '60c2670ee246bb9e550f9088', '5df27b81acd5ce18b4bd225c']",2.2,,2.5,,,1.0,2.2
828,"EES also has an agreement with TradeSpark.  Let me know if you need more information.
Will",enron,"[3.0, 3.0, 3.0, 4.0, 2.0, 3.0, 3.0]","['6267ec348d99cc16e7beb7f7', '611eb5db46ee495d60b16aae', '63e5c165f27a0b6a123869df', '5c696229bd58280001b4f554', '5c5c8a688089970001788f30', '6019e00ed94edf15326f30f3', '631a1f357c56acbb68d5dc14']",,3.0,3.0,,3.0,3.0,3.0
829,"Ken, I will drive by - I am interested in looking at a few options.

thanks 

Dave",revised,"[3.0, 4.0, 2.0, 3.0, 4.0, 5.0, 4.0]","['60fdddcb212cd62e7f6ea1f9', '5cfafa8c2bcca70017252f6b', '63d569f583de169f7533f494', '5d62182e7c07250019f1dd57', '63f93660b863689518fb98d8', '63928a247ca3810498cb5c46', '63d15786c6072d713438b806']",3.0,3.6666666666666665,3.8,,2.0,3.0,3.5714285714285716
83,"I'm worried - is the above still working at Enron or has she not been out on 
holiday for awhile?",enron,"[3.0, 4.0, 5.0, 3.0, 4.0, 3.0]","['5bacb6b9f2d97e0001c52a63', '63f93660b863689518fb98d8', '615de5ffd3c522eef3c49556', '6387984be099d077b7cd8508', '637d69bd2bc2aeda148b4d83', '63928a247ca3810498cb5c46']",4.0,3.6666666666666665,3.25,4.5,,4.5,3.6666666666666665
830,"Shelley, 

I need to get together with you to discuss professional development and opportunities. Thank you.",revised,"[4.0, 5.0, 5.0, 5.0, 5.0, 3.0]","['6412285c18716831333d53b3', '5b233660648d5b0001b7de87', '5cbb78d664170f00011d7c4f', '63d31b44050f25d498f32cd1', '5c961ee66357fb0001ef4b4a', '631a1f357c56acbb68d5dc14']",5.0,4.25,4.5,5.0,4.0,4.5,4.5
831,"It's gettin' ugly in HERE!!! 
It's gettin' ugly in HERE!! 
Ain't no stoppin' me!! 
Copy-written, so don't copy me!",enron,"[1.0, 1.0, 1.0, 3.0, 2.0, 3.0, 1.0]","['62aa4399fa1aadf5ab91fff8', '59c9c8da5535800001a8e434', '5d47abcc2dc88900166f27c9', '63f93660b863689518fb98d8', '610019cae69b9ad34c95e3b3', '63ed1d16cb4f814893353e97', '63d3fadce8d1c8d393740c2b']",1.5,2.5,1.6666666666666667,2.0,,2.0,1.7142857142857142
832,"Would you read that to mean the authority to buy power ""as agent for"" the 
Cities?  Seems not entirely clear but not entirely out of the question.  
Kay",enron,"[2.0, 4.0, 3.0, 3.0, 4.0, 3.0, 2.0]","['5c080adf76e77b00016744dc', '6267ec348d99cc16e7beb7f7', '5fb0a3d6a8e4224b973e750b', '616d8489510bca525f7810e9', '5c8ec999bb6a3c00014acf5f', '6277f959ae36650e8c621776', '63ea79021f0c43def6174042']",2.3333333333333335,3.5,2.6666666666666665,,,3.25,3.0
833,"What email are you talking about?  I don't recall being ugly at all to you.  
Please paraphrase want ticked you off.
Things are going great, unfortunately still working too much, but just got 
back from Vegas with some extra cash.  
How is the baby?
PL",enron,"[4.0, 2.0, 4.0, 4.0, 3.0, 3.0, 4.0]","['5bf408f7f35e0c000101693a', '5e700a1e8ec5e3011f03c08e', '5db896c80f6ebd000d5d8487', '5dd0d2f02b033b190687eaee', '62cc4627b5f80e3f1419b735', '62804a71208cb8a9dae43e79', '6165a91cfe487d469c4242fd']",4.0,3.25,3.75,3.5,,3.0,3.4285714285714284
834,"I am attaching a redline of a revised version of the document formerly known 
as the PPA.  This is compared against the August 7 draft.  
I am sending it without anyone else reading it (a gutsy and foolhardy move), 
so it is subject to further Enron review.
Thanks,
Kay",enron,"[2.0, 3.0, 3.0, 4.0, 3.0, 3.0]","['5d418aa2ba5255001983bb82', '5be5c05fd153f500019a2ef2', '559e82dffdf99b7a9a124180', '63336fbfcaa4a5d476a28b53', '5e26762aa8c1118a9d578c4d', '611148bec42f89c1ba59b7e1']",3.0,3.0,3.5,2.5,,2.75,3.0
